1482532546.429	#0	11826	11401	261	9	155	11207	18	362	0	200
1482532547.354	#1	1000	218	201	11	570	16	18	362	0	200
1482532548.174	#2	486	188	166	8	124	12	18	362	0	200
1482532548.914	#3	593	273	192	8	120	32	18	362	0	200
1482532549.597	#4	936	534	231	29	142	90	18	362	0	200
1482532550.231	#5	580	217	203	11	149	17	18	362	0	200
1482532550.827	#6	568	260	162	7	139	11	18	362	0	200
1482532551.391	#7	586	221	205	11	149	17	18	362	0	200
1482532551.929	#8	461	166	167	8	120	13	18	362	0	200
1482532552.441	#9	514	189	186	11	128	15	18	362	0	200
1482532552.932	#10	550	189	202	11	148	17	18	362	0	200
1482532553.407	#11	580	219	200	11	150	17	18	362	0	200
1482532553.864	#12	452	165	163	8	116	12	18	362	0	200
1482532554.304	#13	578	218	201	11	148	18	18	362	0	200
1482532554.732	#14	431	155	158	7	111	11	18	362	0	200
1482532555.149	#15	855	470	223	28	134	81	18	362	0	200
1482532555.553	#16	549	189	199	11	150	17	18	362	0	200
1482532555.948	#17	806	434	217	27	128	77	18	362	0	200
1482532556.332	#18	528	244	160	8	116	12	18	362	0	200
1482532556.706	#19	556	194	202	11	149	16	18	362	0	200
1482532557.074	#20	562	201	200	11	150	16	18	362	0	200
1482532557.432	#21	833	247	263	17	306	25	18	362	0	200
1482532557.784	#22	718	245	261	16	196	24	18	362	0	200
1482532558.128	#23	1021	494	289	12	226	73	18	362	0	200
1482532558.467	#24	614	273	191	11	139	16	18	362	0	200
1482532558.800	#25	560	195	203	11	151	17	18	362	0	200
1482532559.124	#26	819	400	257	12	150	57	18	362	0	200
1482532559.444	#27	507	175	189	11	132	16	18	362	0	200
1482532559.759	#28	554	194	200	11	149	16	18	362	0	200
1482532560.070	#29	458	171	163	7	117	12	18	362	0	200
1482532560.375	#30	782	410	209	12	151	20	18	362	0	200
1482532560.675	#31	929	510	256	12	151	78	18	362	0	200
1482532560.972	#32	782	381	260	10	131	20	18	362	0	200
1482532561.263	#33	494	184	172	10	128	14	18	362	0	200
1482532561.551	#34	478	172	173	9	124	13	18	362	0	200
1482532561.836	#35	494	176	179	9	130	14	18	362	0	200
1482532562.116	#36	463	175	163	8	117	11	18	362	0	200
1482532562.394	#37	451	165	162	7	117	12	18	362	0	200
1482532562.667	#38	790	419	221	25	125	73	18	362	0	200
1482532562.937	#39	964	486	279	39	160	93	18	362	0	200
1482532563.204	#40	621	333	163	8	117	11	18	362	0	200
1482532563.467	#41	531	186	192	11	142	15	18	362	0	200
1482532563.729	#42	1285	632	297	43	313	122	18	362	0	200
1482532563.988	#43	560	197	203	11	149	17	18	362	0	200
1482532564.241	#44	469	182	162	8	117	14	18	362	0	200
1482532564.494	#45	425	153	154	7	111	10	18	362	0	200
1482532564.745	#46	469	182	162	8	117	11	18	362	0	200
1482532564.993	#47	852	466	225	28	133	82	18	362	0	200
1482532565.237	#48	578	216	201	11	150	18	18	362	0	200
1482532565.478	#49	1048	569	277	41	161	110	18	362	0	200
1482532565.719	#50	466	177	164	7	118	13	18	362	0	200
