1483751663.171	/rooms	21346	19956	159	588	643	20262	20	173	71	0
1483751663.190	/rooms/9	1980	501	53	1226	200	1539	20	173	71	0
1483751663.190	/rooms	2263	374	45	1609	235	1932	20	173	71	0
1483751663.190	/rooms/9	2481	376	43	1824	238	2137	20	173	71	0
1483751663.190	/rooms	2669	453	288	1720	208	2089	20	173	71	0
1483751663.192	/rooms/9	1196	966	87	6	137	769	20	173	71	0
1483751663.197	/rooms	4957	115	89	6	4747	9	20	173	71	0
1483751663.202	/rooms/9	695	172	138	10	375	15	20	173	71	0
1483751663.208	/rooms	640	211	128	9	292	14	20	173	71	0
1483751663.212	/rooms/9	347	97	70	6	174	10	20	173	71	0
1483751663.217	/rooms	375	92	84	7	192	10	20	173	71	0
1483751663.222	/rooms/9	776	207	168	9	392	15	20	173	71	0
1483751663.227	/rooms	677	295	135	22	225	53	20	173	71	0
1483751663.233	/rooms/9	348	96	69	6	177	8	20	173	71	0
1483751663.238	/rooms	941	418	137	10	376	17	20	173	71	0
1483751663.243	/rooms/9	529	173	99	6	251	11	20	173	71	0
1483751663.247	/rooms	456	134	88	6	228	11	20	173	71	0
1483751663.259	/rooms/9	1503	274	120	86	1023	166	20	173	71	0
1483751663.259	/rooms	1611	211	69	1103	228	1235	20	173	71	0
1483751663.262	/rooms/9	410	123	80	6	201	10	20	173	71	0
1483751663.270	/rooms	604	196	111	8	289	14	20	173	71	0
1483751663.273	/rooms/9	606	195	113	8	290	14	20	173	71	0
1483751663.289	/rooms	996	440	121	152	283	321	20	173	71	0
1483751663.289	/rooms/9	1142	297	63	403	379	613	20	173	71	0
1483751663.289	/rooms	1664	280	67	804	513	991	20	173	71	0
1483751663.292	/rooms/9	784	194	152	9	429	15	20	173	71	0
1483751663.298	/rooms	433	128	83	6	216	10	20	173	71	0
1483751663.303	/rooms/9	1092	509	212	34	337	78	20	173	71	0
1483751663.308	/rooms	513	166	99	6	242	11	20	173	71	0
1483751663.313	/rooms/9	631	318	122	24	167	68	20	173	71	0
1483751663.318	/rooms	2320	436	106	9	1769	66	20	173	71	0
1483751663.323	/rooms/9	1249	204	164	10	871	15	20	173	71	0
1483751663.327	/rooms	887	435	174	24	254	70	20	173	71	0
1483751663.334	/rooms/9	460	214	69	6	171	23	20	173	71	0
1483751663.338	/rooms	718	215	174	10	319	16	20	173	71	0
1483751663.342	/rooms/9	506	165	93	6	242	10	20	173	71	0
1483751663.347	/rooms	273	75	55	6	137	9	20	173	71	0
1483751663.352	/rooms/9	707	173	108	6	420	13	20	173	71	0
1483751663.358	/rooms	732	381	98	6	247	11	20	173	71	0
1483751663.362	/rooms/9	381	111	75	6	189	9	20	173	71	0
1483751663.368	/rooms	893	388	178	33	294	81	20	173	71	0
1483751663.373	/rooms/9	548	197	97	6	248	11	20	173	71	0
1483751663.377	/rooms	400	112	78	6	204	9	20	173	71	0
1483751663.382	/rooms/9	301	78	61	6	156	8	20	173	71	0
1483751663.387	/rooms	1079	384	178	9	508	25	20	173	71	0
1483751663.393	/rooms/9	518	172	95	6	245	11	20	173	71	0
1483751663.398	/rooms	488	266	60	6	156	8	20	173	71	0
1483751663.403	/rooms/9	695	203	132	10	350	16	20	173	71	0
1483751663.408	/rooms	666	206	131	10	319	14	20	173	71	0
1483751663.414	/rooms/9	8014	7424	132	144	314	382	20	173	71	0
1483751663.421	/rooms	1139	353	125	450	211	601	20	173	71	0
1483751663.422	/rooms/9	1422	322	92	10	998	248	20	173	71	0
1483751663.427	/rooms	1022	393	154	10	465	36	20	173	71	0
1483751663.432	/rooms/9	809	234	123	9	443	14	20	173	71	0
1483751663.439	/rooms	1088	489	208	34	357	86	20	173	71	0
1483751663.442	/rooms/9	476	148	90	6	232	10	20	173	71	0
1483751663.449	/rooms	863	456	155	27	225	84	20	173	71	0
1483751663.453	/rooms/9	1612	695	443	46	428	118	20	173	71	0
1483751663.457	/rooms	1129	549	200	11	369	76	20	173	71	0
1483751663.463	/rooms/9	948	537	166	29	216	100	20	173	71	0
1483751663.467	/rooms	284	67	59	6	152	9	20	173	71	0
1483751663.472	/rooms/9	535	180	97	6	252	11	20	173	71	0
1483751663.478	/rooms	540	191	100	6	243	12	20	173	71	0
1483751663.483	/rooms/9	272	67	56	6	143	8	20	173	71	0
1483751663.488	/rooms	917	420	163	24	310	67	20	173	71	0
1483751663.493	/rooms/9	569	174	118	7	270	12	20	173	71	0
1483751663.498	/rooms	562	272	112	24	154	57	20	173	71	0
1483751663.503	/rooms/9	1166	507	216	35	408	86	20	173	71	0
1483751663.509	/rooms	1078	547	195	35	301	99	20	173	71	0
1483751663.513	/rooms/9	713	339	144	32	198	76	20	173	71	0
1483751663.517	/rooms	446	91	63	6	286	9	20	173	71	0
1483751663.522	/rooms/9	644	192	107	6	339	12	20	173	71	0
1483751663.529	/rooms	785	360	147	22	256	57	20	173	71	0
1483751663.533	/rooms/9	650	331	124	25	170	69	20	173	71	0
1483751663.538	/rooms	780	330	139	10	301	17	20	173	71	0
1483751663.543	/rooms/9	587	208	106	7	266	14	20	173	71	0
1483751663.547	/rooms	643	271	132	16	224	43	20	173	71	0
1483751663.552	/rooms/9	824	363	148	25	288	70	20	173	71	0
1483751663.558	/rooms	578	210	129	7	232	12	20	173	71	0
1483751663.563	/rooms/9	1838	455	1160	8	215	64	20	173	71	0
1483751663.569	/rooms	722	344	110	7	261	13	20	173	71	0
1483751663.572	/rooms/9	778	224	135	10	409	17	20	173	71	0
1483751663.577	/rooms	535	168	95	6	266	10	20	173	71	0
1483751663.582	/rooms/9	615	304	119	25	167	64	20	173	71	0
1483751663.587	/rooms	1123	491	158	24	450	65	20	173	71	0
1483751663.592	/rooms/9	531	154	123	7	247	11	20	173	71	0
1483751663.597	/rooms	327	89	67	6	165	8	20	173	71	0
1483751663.602	/rooms/9	550	132	83	6	329	9	20	173	71	0
1483751663.608	/rooms	633	211	128	9	285	15	20	173	71	0
1483751663.613	/rooms/9	656	311	129	24	192	60	20	173	71	0
1483751663.618	/rooms	613	336	119	7	151	59	20	173	71	0
1483751663.622	/rooms/9	611	192	132	7	280	12	20	173	71	0
1483751663.629	/rooms	851	504	99	6	242	119	20	173	71	0
1483751663.633	/rooms/9	699	373	129	26	171	78	20	173	71	0
1483751663.637	/rooms	835	310	136	10	379	16	20	173	71	0
1483751663.642	/rooms/9	820	216	141	9	454	15	20	173	71	0
1483751663.648	/rooms	670	352	126	26	166	73	20	173	71	0
1483751663.653	/rooms/9	1574	634	442	30	468	93	20	173	71	0
1483751663.658	/rooms	811	453	101	7	250	12	20	173	71	0
1483751663.663	/rooms/9	687	330	133	24	200	61	20	173	71	0
1483751663.668	/rooms	415	96	90	9	220	12	20	173	71	0
1483751663.673	/rooms/9	530	178	99	6	247	11	20	173	71	0
1483751663.677	/rooms	507	164	94	7	242	12	20	173	71	0
